source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_bp_rp_excess_factor,x,y,z,labels,vt_alpha,vt_delta
1835698232409104640,303.80990356717973,26.64970474807661,5.127794932757129,0.039638456,18.528041561973637,0.026429195,22.93386856142147,0.03583896,,,16.168198,17.374378,15.084654,6421.956317667077,2.273807,1533.436870768547,5.8712378,7333.2528923268,7.3193493,1.3806835,78.84935,177.68262,-15.580432,-1,17.12853843538556,21.201574263121632
1819161023450857216,309.74003192086633,23.64118462942173,6.73879640334257,0.14586152,33.241731551863595,0.1516294,26.930833299130594,0.13849063,,,18.266161,20.230286,16.968729,929.9991649057474,1.4087403,110.48481087300885,8.324582,1293.2023480348569,8.139615,1.5093424,57.741116,133.89153,-27.566977,-1,23.384212110665946,18.944750733014992
1836219057315288832,305.338856041373,27.710696920070298,6.564587126242883,0.046696708,26.454953493486087,0.035184123,30.52128787684035,0.04045137,,,16.518167,18.054926,15.320073,4652.431128949339,2.3653054,819.3073760330437,4.669918,5903.7651572380755,6.633809,1.4450666,57.535393,140.3928,-13.591598,-1,19.103855514066854,22.040268331825526
2030922912845820032,300.0789365268999,31.32442143929052,6.763111835158963,0.038508914,22.198179183967348,0.035645332,35.19007547785865,0.036983956,,,16.313871,17.850464,15.098569,5615.621809468966,3.7448435,989.0798008139018,6.371428,7239.866985191369,11.903926,1.465367,54.79939,137.31982,1.7738007,-1,15.559377682983417,24.66579220372065
1860373433684854528,305.5007762699582,28.93066936752749,5.336454477464211,0.14391688,21.190278490907282,0.12763843,24.596710472217797,0.13978052,,,18.54756,20.465345,17.21447,717.6673561998597,1.047608,88.97719666547181,4.584612,1031.2654149425039,5.354922,1.5609497,67.533264,174.16582,-14.854803,-1,18.82371308105595,21.849709094927903
2035348550225069312,297.5690962282975,33.697503439309216,7.575949865862004,0.034928806,23.384631781738886,0.033352293,40.523439064268274,0.03729439,,,16.117287,17.61774,14.927502,6730.264505033061,3.570012,1225.521075082525,6.897669,8475.346650216266,9.930231,1.4413799,46.806374,123.12083,8.575565,-1,14.632377027170216,25.35657795941737
1856583352689123968,311.02640319437086,28.210567093981993,4.7336927643420434,0.09462774,22.158519035217857,0.077947795,19.47852333324728,0.083291985,,,17.603415,19.02125,16.43764,1712.3031767395803,1.2605978,336.4472437510471,4.746053,2109.125020700425,6.139929,1.4282355,67.64275,197.44421,-32.672096,-1,22.190245295500716,19.50641241284751
1845681450072006400,313.32453141783856,27.292124462775856,5.276171889368973,0.18066528,27.288144887314044,0.15678413,20.61073771571594,0.18369162,,,18.813654,20.76608,17.506227,561.6754221287684,0.8785457,67.45036205788576,3.956994,788.2563268206494,5.4034557,1.5234896,58.633747,176.52492,-36.375393,-1,24.51751872790005,18.518083586393626
2058810302963597952,301.84911665901654,35.109835920056526,3.8504821398499254,0.15794179,12.682099472063321,0.15895922,19.332190667298924,0.17294842,,,18.887419,20.679028,17.645927,524.782399653586,1.0016519,73.0811983719985,4.3662333,693.0859706592086,4.598576,1.4599712,79.20437,247.24771,6.583563,-1,15.613399822058383,23.80057205746672
1791898671296223488,320.6907727401972,22.485667303553164,8.970549269748995,0.016997103,56.97803594115305,0.015204423,30.015331741953737,0.011424134,-25.8831,0.85510784,12.534864,13.286106,11.69314,182389.9912837603,50.157463,66217.74441944977,65.868095,166687.13490442344,122.30702,1.2769608,31.991945,100.25132,-36.784008,-1,30.109939169503047,15.861547313355704
2055479916603228800,304.62449181250736,33.72177785056299,3.9904884229441038,0.1708898,15.586618247277002,0.16028355,18.90382398512905,0.19789988,,,18.973822,20.857183,17.604193,484.6390750727465,0.9142815,62.02170663500128,6.7168765,720.2458558509081,6.1517873,1.6141241,75.99867,238.73398,-5.347189,-1,18.51600471072247,22.456654060958183
2058812471943274368,301.96153025559886,35.20852206432755,3.722766334061829,0.06408007,12.3738500847332,0.062091753,18.478315262879725,0.072452605,,,17.257196,18.871984,15.98204,2355.417322495262,2.0494156,386.03184924005524,7.149096,3208.795889364289,11.182852,1.5261956,81.329796,255.92177,6.6968,-1,15.756527484419069,23.529789056079593
1858281514042182784,311.97580970963986,29.569293874427846,9.561437252426565,0.036092453,46.92144236366755,0.024471445,43.76558273132497,0.033548687,,,16.028929,17.620613,14.809562,7300.880161952518,3.2080631,1222.2823723221402,5.4929013,9447.861945263565,9.33541,1.4614874,30.757338,98.69585,-15.859138,-1,23.263208530058847,21.698563092483216
2058927508358031872,302.7214499955228,35.64006290837729,6.8105122566640075,0.0096125305,25.779725582870487,0.009787548,39.29994786431306,0.011106388,-32.45373,1.4304036,13.0617695,13.797108,12.229871,112263.58593865276,18.651346,41359.350671649714,33.709866,101673.9642750979,38.87542,1.2740847,42.751244,140.43977,2.9303215,-1,17.94402850184157,27.354805710837194
1863854801042899584,308.3080657753525,33.70273215093479,4.024826102796775,0.018569471,17.421254949534468,0.015776465,18.34228256453753,0.018769652,,,14.489309,15.350146,13.577695,30145.546027669465,7.075038,9893.69367275304,10.846588,29381.923921775342,16.313478,1.3028663,67.93133,238.44241,-16.183287,-1,20.518884868525113,21.603678108031957
